account_id,anomaly_score,anomaly_rank,step_down_flag,passive_receiver_flag
4599,4.6,7607,0,0
4600,11.4,6014,0,0
4601,0.5,8970,0,0
4602,0.29,9053,0,0
4603,8.69,6635,0,0
4604,2.19,8294,0,0
4605,18.45,4583,0,1
4606,39.48,1345,0,0
4607,4.71,7576,0,0
4608,14.22,5524,0,0
4609,3.38,7957,0,0
4610,1.19,8648,0,0
4611,4.57,7615,0,0
4612,20.57,3931,0,0
4613,5.92,7269,0,0
4614,13.58,5627,0,0
4615,18.57,4539,0,0
4616,9.64,6429,0,0
4617,11.37,6019,0,0
4618,4.57,7614,0,0
4619,18.58,4536,1,0
4620,25.27,3022,0,0
4621,10.07,6332,0,0
4622,15.54,5357,0,0
4623,18.38,4627,1,0
4624,16.98,5100,1,0
4625,13.79,5599,0,0
4626,15.47,5363,0,0
4627,0.22,9064,0,0
4628,1.68,8501,0,0
4629,17.05,5073,1,0
4630,22.93,3425,0,0
4631,1.72,8476,0,0
4632,4.1,7767,0,0
4633,1.85,8417,0,0
4634,30.93,2350,0,1
4635,1.7,8494,0,0
4636,1.79,8442,0,0
4637,19.32,4269,1,0
4638,21.15,3801,0,0
4639,1.34,8620,0,0
4640,9.93,6352,0,0
4641,9.15,6543,0,0
4642,2.7,8141,0,0
4643,0.93,8726,0,0
4644,1.33,8623,0,0
4645,30.29,2407,0,0
4646,3.5,7921,0,0
4647,35.79,1701,0,1
4648,1.71,8489,0,0
4649,10.48,6218,0,0
4650,2.41,8216,0,0
4651,2.04,8346,0,0
4652,3.21,7993,0,0
4653,0.46,8991,0,0
4654,12.82,5755,0,0
4655,39.29,1363,0,0
4656,30.09,2429,0,0
4657,20.08,4059,0,0
4658,1.83,8429,0,0
4659,0.47,8985,0,0
4660,3.05,8039,0,0
4661,2.69,8145,0,0
4662,21.9,3638,0,0
4663,26.15,2911,0,0
4664,1.86,8408,0,0
4665,21.76,3679,0,0
4666,20.37,3988,0,0
4667,9.58,6443,0,0
4668,21.11,3812,0,0
4669,15.59,5350,0,0
4670,7.91,6801,0,0
4671,21.14,3803,0,0
4672,46.42,915,0,0
4673,34.66,1831,0,1
4674,13.26,5672,0,0
4675,7.25,6963,0,0
4676,1.84,8419,0,0
4677,33.48,2013,1,1
4678,52.27,540,0,0
4679,9.52,6465,0,0
4680,25.7,2954,0,0
4681,48.43,785,1,0
4682,7.36,6941,0,0
4683,40.39,1277,0,1
4684,11.33,6030,0,0
4685,2.18,8298,0,0
4686,2.58,8175,0,0
4687,3.47,7933,0,0
4688,17.63,4909,1,0
4689,32.67,2098,0,0
4690,2.23,8284,0,0
4691,14.19,5533,0,0
4692,23.07,3405,0,0
4693,4.68,7584,0,0
4694,4.0,7795,0,0
4695,34.23,1887,1,1
4696,31.47,2279,0,0
4697,8.91,6586,0,0
4698,4.0,7795,0,0
4699,41.66,1200,0,0
4700,31.92,2176,1,0
4701,18.6,4530,1,0
4702,0.91,8734,0,0
4703,31.35,2292,0,0
4704,31.59,2250,0,0
4705,24.4,3152,0,0
4706,1.15,8661,0,0
4707,37.11,1569,0,0
4708,14.61,5469,0,0
4709,51.42,567,1,0
4710,15.77,5324,0,0
4711,11.76,5957,0,0
4712,10.61,6196,0,0
4713,8.0,6776,0,0
4714,10.87,6127,0,0
4715,19.02,4390,0,0
4716,23.31,3358,0,0
4717,8.85,6602,0,0
4718,32.14,2155,0,0
4719,10.05,6340,0,0
4720,50.55,608,1,0
4721,29.41,2511,0,0
4722,3.63,7895,0,0
4723,7.63,6879,0,0
4724,24.75,3093,0,0
4725,1.57,8546,0,0
4726,8.12,6745,0,0
4727,16.89,5123,0,0
4728,36.4,1634,0,1
4729,15.06,5418,0,0
4730,0.65,8894,0,0
4731,0.99,8696,0,0
4732,3.48,7929,0,0
4733,31.48,2277,1,0
4734,42.32,1163,1,0
4735,19.15,4335,1,0
4736,30.09,2429,0,0
4737,16.65,5184,0,0
4738,10.51,6214,0,0
4739,10.97,6108,0,0
4740,5.6,7346,0,0
4741,20.53,3940,0,0
4742,31.92,2177,0,0
4743,28.5,2610,1,0
4744,0.72,8851,0,0
4745,65.0,170,0,0
4746,26.08,2918,0,0
4747,2.39,8219,0,0
4748,0.54,8946,0,0
4749,7.05,7015,0,0
4750,17.09,5059,1,0
4751,24.4,3152,0,0
4752,40.39,1275,1,0
4753,31.92,2177,0,0
4754,20.62,3909,0,0
4755,31.92,2177,0,0
4756,38.11,1463,0,0
4757,22.68,3470,0,0
4758,0.59,8922,0,0
4759,3.39,7952,0,0
4760,1.94,8377,0,0
4761,2.47,8198,0,0
4762,19.51,4198,0,0
4763,33.04,2063,1,0
4764,2.23,8282,0,0
4765,0.91,8736,0,0
4766,15.69,5334,0,0
4767,20.62,3909,0,0
4768,41.68,1197,0,1
4769,1.48,8571,0,0
4770,13.18,5688,0,0
4771,31.92,2177,0,0
4772,18.24,4673,0,0
4773,5.89,7275,0,0
4774,15.77,5326,0,0
4775,32.14,2155,0,0
4776,24.17,3192,0,0
4777,8.06,6758,0,0
4778,24.01,3225,0,0
4779,4.52,7635,0,0
4780,40.4,1274,1,0
4781,14.18,5534,0,0
4782,6.72,7082,0,0
4783,17.96,4786,0,0
4784,0.58,8931,0,0
4785,12.47,5825,0,0
4786,0.61,8910,0,0
4787,21.94,3627,0,0
4788,17.05,5074,0,0
4789,17.47,4963,0,0
4790,12.97,5725,0,0
4791,26.16,2907,0,0
4792,14.71,5459,0,0
4793,10.33,6254,0,0
4794,31.92,2177,0,0
4795,30.09,2429,0,0
4796,16.91,5122,1,0
4797,33.22,2050,1,0
4798,10.86,6133,0,0
4799,4.81,7548,0,0
4800,0.46,8986,0,0
4801,17.34,5001,0,0
4802,38.11,1463,0,0
4803,1.63,8520,0,0
4804,1.8,8437,0,0
4805,30.09,2429,0,0
4806,18.4,4606,0,0
4807,0.92,8727,0,0
4808,13.08,5699,0,0
4809,10.89,6123,0,0
4810,33.58,1989,0,0
4811,31.59,2250,0,0
4812,32.56,2123,0,0
4813,31.59,2250,0,0
4814,24.01,3225,0,0
4815,8.21,6721,0,0
4816,19.41,4237,0,0
4817,2.91,8076,0,0
4818,27.92,2684,1,0
4819,9.46,6481,0,0
4820,1.19,8650,0,0
4821,2.12,8320,0,0
4822,23.6,3303,0,0
4823,2.58,8172,0,0
4824,16.85,5133,1,0
4825,22.16,3583,0,0
4826,6.8,7069,0,0
4827,0.59,8922,0,0
4828,31.92,2177,0,0
4829,3.78,7852,0,0
4830,38.11,1463,0,0
4831,31.92,2177,0,0
4832,16.59,5200,0,0
4833,30.65,2375,0,0
4834,20.27,4012,0,0
4835,20.62,3909,0,0
4836,3.32,7969,0,0
4837,25.55,2974,0,0
4838,16.35,5245,0,0
4839,6.05,7234,0,0
4840,37.83,1505,1,0
4841,0.68,8879,0,0
4842,11.52,5995,0,0
4843,8.38,6690,0,0
4844,23.69,3286,0,0
4845,32.67,2098,0,0
4846,16.04,5292,0,0
4847,20.39,3980,0,0
4848,0.49,8975,0,0
4849,7.82,6826,0,0
4850,1.74,8462,0,0
4851,1.89,8399,0,0
4852,2.44,8205,0,0
4853,33.25,2045,1,0
4854,27.17,2768,0,0
4855,6.7,7086,0,0
4856,23.6,3300,0,0
4857,18.49,4573,0,0
4858,20.1,4047,0,0
4859,46.02,950,0,1
4860,0.49,8977,0,0
4861,1.54,8554,0,0
4862,4.24,7721,0,0
4863,1.64,8516,0,0
4864,0.85,8769,0,0
4865,42.02,1177,1,0
4866,29.55,2496,0,0
4867,16.4,5236,0,0
4868,30.09,2429,0,0
4869,1.41,8590,0,0
4870,1.78,8447,0,0
4871,1.02,8689,0,0
4872,26.33,2886,0,0
4873,19.69,4143,0,0
4874,4.06,7778,0,0
4875,14.68,5463,0,0
4876,1.14,8664,0,0
4877,10.7,6171,0,0
4878,0.77,8828,0,0
4879,3.33,7966,0,0
4880,19.54,4190,0,0
4881,10.3,6264,0,0
4882,12.82,5759,0,0
4883,22.11,3595,0,0
4884,3.84,7831,0,0
4885,9.8,6385,0,0
4886,8.95,6577,0,0
4887,10.86,6131,0,0
4888,16.71,5173,1,0
4889,13.74,5605,0,0
4890,29.69,2486,1,0
4891,33.83,1936,1,0
4892,20.29,4008,1,0
4893,4.21,7734,0,0
4894,30.09,2429,0,0
4895,14.95,5432,0,0
4896,31.59,2250,0,0
4897,17.07,5067,1,0
4898,0.8,8808,0,0
4899,20.36,3990,0,0
4900,31.41,2286,0,0
4901,4.03,7784,0,0
4902,31.92,2177,0,0
4903,23.34,3350,0,0
4904,6.02,7242,0,0
4905,24.2,3188,0,0
4906,18.32,4643,0,0
4907,9.86,6364,0,0
4908,1.82,8431,0,0
4909,5.96,7257,0,0
4910,0.33,9044,0,0
4911,0.72,8851,0,0
4912,10.14,6307,0,0
4913,0.59,8922,0,0
4914,10.69,6180,0,0
4915,23.74,3272,0,0
4916,0.59,8922,0,0
4917,7.44,6925,0,0
4918,26.68,2837,0,0
4919,5.95,7261,0,0
4920,26.39,2875,0,0
4921,1.81,8434,0,0
4922,24.22,3183,0,0
4923,8.41,6686,0,0
4924,0.81,8801,0,0
4925,2.48,8196,0,0
4926,31.59,2250,0,0
4927,0.54,8948,0,0
4928,18.38,4629,0,0
4929,9.45,6487,0,0
4930,17.72,4884,0,0
4931,45.18,1001,1,0
4932,23.63,3296,0,0
4933,37.27,1558,0,0
4934,22.04,3604,0,0
4935,6.54,7129,0,0
4936,0.87,8756,0,0
4937,0.59,8922,0,0
4938,17.79,4850,0,0
4939,31.92,2177,0,0
4940,10.65,6189,0,0
4941,10.74,6159,0,0
4942,18.78,4464,0,0
4943,5.94,7264,0,0
4944,0.37,9032,0,0
4945,38.11,1463,0,0
4946,24.75,3093,0,0
4947,31.59,2250,0,0
4948,31.24,2306,1,0
4949,11.26,6039,0,0
4950,4.41,7659,0,0
4951,1.34,8616,0,0
4952,19.66,4155,0,0
4953,22.83,3436,0,0
4954,22.11,3595,0,0
4955,36.1,1667,0,0
4956,4.13,7762,0,0
4957,0.91,8733,0,0
4958,0.24,9061,0,0
4959,0.54,8945,0,0
4960,1.66,8508,0,0
4961,16.87,5127,0,0
4962,14.33,5509,0,0
4963,21.07,3818,0,0
4964,16.6,5198,0,0
4965,19.99,4075,0,0
4966,0.81,8801,0,0
4967,8.17,6732,0,0
4968,14.37,5501,0,0
4969,31.59,2250,0,0
4970,2.94,8067,0,0
4971,15.91,5311,0,0
4972,31.92,2177,0,0
4973,10.13,6309,0,0
4974,0.46,8993,0,0
4975,9.22,6530,0,0
4976,9.99,6346,0,0
4977,3.72,7872,0,0
4978,36.35,1643,1,0
4979,32.14,2155,0,0
4980,1.55,8549,0,0
4981,11.24,6044,0,0
4982,38.11,1463,0,0
4983,2.29,8253,0,0
4984,5.14,7458,0,0
4985,31.59,2250,0,0
4986,5.54,7361,0,0
4987,11.05,6090,0,0
4988,30.8,2359,1,0
4989,1.92,8386,0,0
4990,20.51,3945,0,0
4991,9.53,6459,0,0
4992,15.98,5297,0,0
4993,0.39,9020,0,0
4994,30.96,2344,0,0
4995,6.63,7110,0,0
4996,40.66,1263,1,0
4997,2.68,8147,0,0
4998,20.39,3980,0,0
4999,12.86,5747,0,0
5000,0.24,9062,0,0
5001,0.86,8759,0,0
5002,20.4,3974,1,0
5003,1.22,8638,0,0
5004,0.54,8946,0,0
5005,28.86,2572,1,0
5006,0.59,8919,0,0
5007,23.98,3234,0,0
5008,16.56,5209,0,0
5009,0.59,8918,0,0
5010,18.71,4496,0,0
5011,3.13,8011,0,0
5012,1.86,8409,0,0
5013,31.92,2177,0,0
5014,26.28,2894,0,0
5015,8.28,6705,0,0
5016,9.67,6421,0,0
5017,1.98,8365,0,0
5018,28.29,2637,1,0
5019,0.72,8851,0,0
5020,0.64,8898,0,0
5021,26.91,2802,0,0
5022,10.43,6232,0,0
5023,1.55,8550,0,0
5024,0.88,8748,0,0
5025,31.59,2250,0,0
5026,24.92,3068,0,0
5027,16.4,5235,0,0
5028,2.21,8288,0,0
5029,38.64,1415,1,0
5030,19.07,4369,1,0
5031,32.14,2155,0,0
5032,1.17,8654,0,0
5033,38.11,1463,0,0
5034,7.65,6872,0,0
5035,26.7,2835,0,0
5036,16.03,5294,0,0
5037,21.07,3816,1,0
5038,1.35,8609,0,0
5039,1.74,8460,0,0
5040,12.07,5897,0,0
5041,14.32,5510,0,0
5042,34.39,1871,1,0
5043,7.2,6981,0,0
5044,31.92,2177,0,0
5045,21.57,3721,0,0
5046,24.25,3175,1,0
5047,18.47,4578,0,0
5048,32.14,2155,0,0
5049,4.34,7688,0,0
5050,21.0,3836,0,0
5051,28.56,2606,0,0
5052,32.67,2098,0,0
5053,31.59,2250,0,0
5054,38.11,1463,0,0
5055,2.32,8242,0,0
5056,30.43,2396,1,0
5057,0.3,9047,0,0
5058,12.37,5841,0,0
5059,0.67,8885,0,0
5060,4.09,7772,0,0
5061,0.3,9047,0,0
5062,26.15,2911,0,0
5063,3.39,7953,0,0
5064,0.49,8973,0,0
5065,4.18,7747,0,0
5066,0.72,8851,0,0
5067,0.52,8964,0,0
5068,6.01,7245,0,0
5069,38.11,1463,0,0
5070,20.08,4052,0,0
5071,32.14,2155,0,0
5072,10.4,6240,0,0
5073,22.02,3609,0,0
5074,2.09,8326,0,0
5075,2.84,8096,0,0
5076,9.25,6521,0,0
5077,5.78,7306,0,0
5078,1.0,8695,0,0
5079,0.83,8785,0,0
5080,0.91,8736,0,0
5081,27.17,2767,0,0
5082,4.22,7728,0,0
5083,48.87,736,1,0
5084,15.49,5362,0,0
5085,32.67,2098,0,0
5086,30.09,2429,0,0
5087,10.37,6246,0,0
5088,30.09,2429,0,0
5089,0.87,8751,0,0
5090,0.47,8980,0,0
5091,19.08,4361,0,0
5092,1.48,8569,0,0
5093,0.58,8931,0,0
5094,15.27,5391,0,0
5095,0.38,9031,0,0
5096,29.53,2500,1,0
5097,0.75,8839,0,0
5098,15.6,5347,0,0
5099,38.11,1463,0,0
5100,38.11,1463,0,0
5101,0.82,8790,0,0
5102,19.44,4221,0,0
5103,32.86,2076,0,0
5104,0.46,8986,0,0
5105,32.74,2092,0,0
5106,6.81,7066,0,0
5107,5.89,7277,0,0
5108,22.12,3593,0,1
5109,45.57,972,0,1
5110,13.18,5688,0,0
5111,20.09,4049,0,1
5112,16.75,5163,0,0
5113,30.23,2417,0,1
5114,37.53,1532,0,1
5115,2.67,8152,0,0
5116,21.73,3686,0,0
5117,27.73,2712,0,0
5118,2.05,8342,0,0
5119,17.62,4917,0,0
5120,65.99,145,1,1
5121,33.86,1931,0,1
5122,19.17,4326,0,1
5123,17.74,4873,0,1
5124,0.58,8928,0,0
5125,25.49,2983,0,0
5126,6.1,7224,0,0
5127,9.64,6427,0,0
5128,20.62,3909,0,0
5129,38.11,1463,0,0
5130,17.9,4804,0,0
5131,49.07,709,0,0
5132,0.72,8858,0,0
5133,0.87,8751,0,0
5134,29.09,2549,0,1
5135,12.99,5723,0,0
5136,34.01,1902,0,0
5137,18.73,4492,0,1
5138,30.27,2410,0,0
5139,45.02,1013,0,0
5140,19.04,4381,0,1
5141,44.58,1045,0,0
5142,6.68,7096,0,0
5143,20.79,3873,0,0
5144,18.4,4602,0,1
5145,3.79,7848,0,0
5146,0.29,9052,0,0
5147,46.32,929,1,0
5148,15.93,5306,0,0
5149,20.08,4053,0,1
5150,22.43,3517,0,1
5151,0.84,8777,0,0
5152,17.39,4992,0,0
5153,34.53,1848,1,1
5154,54.33,459,0,1
5155,29.48,2506,1,0
5156,2.5,8192,0,0
5157,43.01,1128,0,0
5158,12.04,5902,0,0
5159,0.88,8749,0,0
5160,15.6,5346,0,0
5161,0.47,8984,0,0
5162,15.17,5404,0,0
5163,17.06,5069,0,0
5164,31.92,2177,0,0
5165,43.54,1094,1,0
5166,3.5,7920,0,0
5167,2.59,8171,0,0
5168,0.74,8841,0,0
5169,18.51,4568,0,1
5170,27.85,2696,0,1
5171,0.28,9054,0,0
5172,3.99,7800,0,0
5173,9.37,6499,0,0
5174,27.99,2674,0,0
5175,38.32,1443,1,0
5176,21.32,3772,0,0
5177,23.72,3280,0,0
5178,19.23,4302,0,0
5179,21.07,3817,0,1
5180,30.77,2361,0,1
5181,40.78,1258,1,1
5182,25.59,2968,0,1
5183,13.07,5700,0,0
5184,45.17,1002,1,1
5185,9.81,6381,0,0
5186,49.24,697,0,0
5187,4.34,7689,0,0
5188,13.22,5675,0,0
5189,5.78,7307,0,0
5190,7.69,6855,0,0
5191,18.55,4549,1,0
5192,31.59,2248,1,0
5193,5.19,7445,0,0
5194,5.16,7452,0,0
5195,30.19,2420,1,0
5196,7.88,6808,0,0
5197,17.82,4841,1,0
5198,17.35,4997,1,0
5199,60.81,275,0,0
5200,19.13,4340,0,1
5201,7.15,6992,0,0
5202,44.61,1041,0,0
5203,2.68,8148,0,0
5204,8.57,6658,0,0
5205,2.23,8277,0,0
5206,23.58,3308,0,0
5207,17.34,4999,1,0
5208,31.92,2177,0,0
5209,9.58,6446,0,0
5210,13.27,5670,0,0
5211,18.86,4440,0,1
5212,19.11,4353,0,0
5213,0.95,8712,0,0
5214,18.27,4665,0,0
5215,18.18,4695,0,1
5216,2.66,8153,0,0
5217,45.09,1005,0,0
5218,12.37,5843,0,0
5219,42.42,1156,0,0
5220,10.11,6318,0,0
5221,5.61,7339,0,0
5222,23.41,3335,1,0
5223,1.73,8471,0,0
5224,0.46,8989,0,0
5225,19.63,4163,0,0
5226,12.95,5731,0,0
5227,37.41,1545,0,1
5228,4.27,7704,0,0
5229,2.59,8170,0,0
5230,18.83,4449,0,1
5231,17.73,4882,0,1
5232,4.37,7677,0,0
5233,20.81,3869,1,0
5234,30.39,2398,0,0
5235,8.03,6769,0,0
5236,1.19,8649,0,0
5237,18.09,4738,1,0
5238,19.08,4362,0,1
5239,20.19,4027,0,0
5240,18.73,4490,0,0
5241,18.23,4677,0,1
5242,2.45,8202,0,0
5243,18.27,4664,1,0
5244,24.8,3087,0,0
5245,54.33,459,0,1
5246,3.05,8037,0,0
5247,23.72,3279,1,0
5248,10.09,6324,0,0
5249,17.13,5051,0,0
5250,29.11,2545,0,1
5251,0.85,8770,0,0
5252,0.71,8867,0,0
5253,24.57,3123,1,0
5254,6.42,7161,0,0
5255,12.63,5792,0,0
5256,3.26,7981,0,0
5257,15.97,5299,0,0
5258,2.24,8275,0,0
5259,23.17,3386,0,1
5260,17.28,5025,0,0
5261,25.96,2933,0,1
5262,7.68,6858,0,0
5263,41.61,1202,1,0
5264,37.59,1528,0,0
5265,18.21,4682,0,1
5266,7.38,6937,0,0
5267,2.74,8124,0,0
5268,9.12,6547,0,0
5269,13.95,5570,0,0
5270,18.07,4744,0,1
5271,40.9,1250,0,0
5272,16.82,5142,1,0
5273,21.43,3749,1,0
5274,21.2,3796,0,1
5275,19.61,4166,0,1
5276,4.84,7536,0,0
5277,26.73,2829,0,0
5278,18.98,4408,0,1
5279,17.0,5096,1,0
5280,0.58,8931,0,0
5281,8.92,6584,0,0
5282,1.72,8481,0,0
5283,4.69,7580,0,0
5284,36.8,1595,1,0
5285,0.4,9016,0,0
5286,20.79,3872,0,1
5287,1.91,8388,0,0
5288,1.94,8380,0,0
5289,12.4,5837,0,0
5290,48.7,761,0,0
5291,14.27,5516,0,0
5292,45.56,977,0,0
5293,59.41,310,1,0
5294,11.89,5929,0,0
5295,1.08,8675,0,0
5296,56.16,395,0,0
5297,19.21,4312,0,0
5298,16.94,5118,1,0
5299,20.52,3944,0,0
5300,30.09,2429,0,0
5301,15.93,5307,0,0
5302,34.82,1818,0,0
5303,4.87,7527,0,0
5304,32.48,2129,0,1
5305,35.69,1708,1,1
5306,4.52,7632,0,0
5307,41.86,1189,1,0
5308,11.7,5968,0,0
5309,19.45,4217,0,1
5310,19.3,4278,1,0
5311,1.59,8533,0,0
5312,20.08,4057,0,1
5313,41.58,1205,0,0
5314,28.88,2570,1,0
5315,50.47,612,0,0
5316,15.96,5302,0,0
5317,23.73,3274,0,1
5318,6.41,7163,0,0
5319,1.41,8589,0,0
5320,1.74,8467,0,0
5321,36.8,1597,0,1
5322,15.89,5312,0,0
5323,7.16,6989,0,0
5324,30.5,2389,0,1
5325,27.51,2729,0,1
5326,18.28,4658,0,1
5327,5.12,7464,0,0
5328,24.82,3085,0,1
5329,25.62,2967,1,0
5330,0.78,8818,0,0
5331,15.83,5318,0,0
5332,5.84,7287,0,0
5333,12.89,5744,0,0
5334,6.0,7248,0,0
5335,10.31,6260,0,0
5336,19.38,4243,1,0
5337,12.48,5824,0,0
5338,23.78,3262,1,0
5339,22.31,3552,0,0
5340,0.59,8927,0,0
5341,15.26,5393,0,0
5342,25.09,3045,1,0
5343,1.72,8482,0,0
5344,50.06,632,0,1
5345,56.94,373,1,0
5346,23.43,3334,0,0
5347,9.91,6355,0,0
5348,0.93,8723,0,0
5349,15.29,5387,0,0
5350,4.82,7542,0,0
5351,3.6,7898,0,0
5352,42.58,1151,0,1
5353,17.76,4861,0,1
5354,40.78,1259,0,0
5355,7.67,6860,0,0
5356,0.68,8878,0,0
5357,14.12,5540,0,0
5358,13.22,5677,0,0
5359,23.01,3411,0,0
5360,21.26,3788,0,1
5361,32.97,2070,0,1
5362,13.41,5655,0,0
5363,14.15,5536,0,0
5364,12.32,5855,0,0
5365,21.83,3656,0,0
5366,6.47,7146,0,0
5367,39.73,1325,1,0
5368,39.25,1366,1,0
5369,13.68,5615,0,0
5370,14.43,5491,0,0
5371,62.54,225,0,0
5372,18.3,4650,1,0
5373,18.22,4680,1,0
5374,4.0,7799,0,0
5375,61.37,247,0,1
5376,18.29,4654,0,1
5377,3.48,7927,0,0
5378,2.16,8307,0,0
5379,20.61,3916,0,0
5380,14.02,5555,0,0
5381,20.46,3955,0,0
5382,17.21,5034,0,0
5383,33.94,1912,1,1
5384,12.04,5901,0,0
5385,19.03,4388,0,0
5386,40.25,1283,1,0
5387,8.42,6685,0,0
5388,18.63,4524,0,0
5389,2.85,8091,0,0
5390,23.68,3290,0,1
5391,18.9,4430,1,0
5392,9.64,6425,0,0
5393,22.68,3469,0,0
5394,46.42,915,0,0
5395,31.42,2285,1,0
5396,41.87,1188,1,0
5397,17.75,4870,0,0
5398,21.9,3635,1,0
5399,48.46,782,0,0
5400,17.56,4937,1,0
5401,32.94,2074,0,1
5402,22.78,3451,1,0
5403,49.47,673,1,0
5404,26.81,2812,0,1
5405,4.48,7646,0,0
5406,0.44,8999,0,0
5407,2.4,8218,0,0
5408,28.94,2561,1,0
5409,10.7,6172,0,0
5410,11.96,5915,0,0
5411,12.01,5906,0,0
5412,18.68,4508,0,0
5413,7.06,7013,0,0
5414,9.74,6406,0,0
5415,1.95,8374,0,0
5416,12.1,5895,0,0
5417,18.98,4410,0,1
5418,52.2,545,0,0
5419,5.47,7379,0,0
5420,31.77,2227,0,1
5421,20.59,3924,0,0
5422,28.28,2639,0,0
5423,6.97,7031,0,0
5424,11.87,5933,0,0
5425,15.63,5344,0,0
5426,25.52,2977,1,0
5427,10.06,6333,0,0
5428,12.7,5776,0,0
5429,19.59,4172,1,0
5430,20.33,3998,0,0
5431,16.24,5264,0,0
5432,12.82,5757,0,0
5433,5.52,7369,0,0
5434,12.5,5815,0,0
5435,37.74,1512,1,1
5436,7.26,6961,0,0
5437,19.42,4231,0,1
5438,8.96,6573,0,0
5439,32.27,2146,0,0
5440,3.36,7960,0,0
5441,3.65,7891,0,0
5442,4.83,7539,0,0
5443,39.48,1346,1,0
5444,31.4,2287,1,0
5445,5.19,7446,0,0
5446,17.97,4779,0,1
5447,20.25,4015,0,0
5448,22.67,3472,0,0
5449,12.57,5803,0,0
5450,33.86,1930,1,1
5451,6.36,7179,0,0
5452,21.26,3787,1,0
5453,19.36,4253,0,1
5454,18.83,4450,0,0
5455,46.75,877,0,0
5456,32.6,2119,0,0
5457,0.34,9042,0,0
5458,2.53,8186,0,0
5459,23.37,3347,1,0
5460,3.28,7978,0,0
5461,10.71,6168,0,0
5462,23.65,3293,0,0
5463,19.91,4088,0,1
5464,5.14,7454,0,0
5465,10.7,6170,0,0
5466,23.78,3263,0,1
5467,17.29,5023,0,0
5468,21.11,3813,0,0
5469,24.11,3203,0,0
5470,31.88,2210,1,0
5471,3.35,7965,0,0
5472,5.0,7497,0,0
5473,34.85,1813,0,1
5474,8.63,6648,0,0
5475,29.54,2499,0,1
5476,12.35,5846,0,0
5477,14.96,5431,0,0
5478,13.89,5580,0,0
5479,16.35,5247,0,0
5480,0.66,8888,0,0
5481,17.95,4791,0,0
5482,35.76,1702,1,1
5483,8.18,6731,0,0
5484,13.77,5603,0,0
5485,23.29,3362,0,0
5486,24.0,3228,0,0
5487,19.08,4367,0,1
5488,3.24,7985,0,0
5489,9.56,6453,0,0
5490,0.69,8875,0,0
5491,13.19,5685,0,0
5492,2.19,8296,0,0
5493,37.08,1576,1,0
5494,8.47,6676,0,0
5495,2.94,8064,0,0
5496,11.39,6017,0,0
5497,19.96,4081,0,0
5498,17.91,4799,1,0
5499,20.22,4023,1,0
5500,12.37,5840,0,0
5501,4.68,7586,0,0
5502,6.72,7084,0,0
5503,4.49,7643,0,0
5504,8.85,6600,0,0
5505,37.36,1549,1,1
5506,10.38,6243,0,0
5507,22.6,3485,1,0
5508,1.6,8531,0,0
5509,13.06,5704,0,0
5510,36.2,1654,1,0
5511,33.55,2000,1,1
5512,13.41,5652,0,0
5513,11.97,5911,0,0
5514,22.33,3549,0,0
5515,37.88,1500,0,1
5516,33.57,1991,1,1
5517,9.9,6356,0,0
5518,2.83,8102,0,0
5519,28.78,2586,1,0
5520,12.46,5829,0,0
5521,26.22,2903,0,1
5522,16.33,5252,0,0
5523,11.72,5964,0,0
5524,17.29,5021,1,0
5525,14.91,5438,0,0
5526,10.98,6106,0,0
5527,7.08,7005,0,0
5528,18.0,4763,0,0
5529,8.1,6750,0,0
5530,4.39,7667,0,0
5531,12.5,5819,0,0
5532,0.46,8986,0,0
5533,55.67,409,0,0
5534,1.73,8469,0,0
5535,1.87,8405,0,0
5536,29.07,2551,1,0
5537,2.35,8232,0,0
5538,10.75,6156,0,0
5539,9.83,6372,0,0
5540,17.51,4956,0,0
5541,34.05,1899,1,0
5542,19.43,4227,1,0
5543,0.68,8877,0,0
5544,22.41,3524,1,0
5545,2.32,8243,0,0
5546,0.67,8886,0,0
5547,1.58,8543,0,0
5548,27.3,2756,1,0
5549,13.99,5561,0,0
5550,69.25,98,0,0
5551,27.71,2714,0,0
5552,0.69,8876,0,0
5553,0.91,8730,0,0
5554,31.44,2283,0,0
5555,23.83,3251,0,1
5556,14.56,5475,0,0
5557,25.49,2984,0,0
5558,16.75,5164,1,0
5559,11.59,5986,0,0
5560,3.96,7810,0,0
5561,12.8,5764,0,0
5562,19.56,4182,0,1
5563,28.48,2613,0,0
5564,36.03,1674,1,0
5565,30.63,2377,1,0
5566,14.87,5440,0,0
5567,0.74,8843,0,0
5568,28.44,2616,0,0
5569,38.92,1397,0,1
5570,44.11,1074,0,0
5571,27.7,2716,0,0
5572,26.15,2910,0,0
5573,30.99,2337,0,0
5574,38.11,1461,1,0
5575,39.19,1377,0,0
5576,23.91,3243,0,0
5577,22.91,3427,1,0
5578,2.9,8079,0,0
5579,31.12,2323,0,1
5580,43.23,1111,0,0
5581,47.0,860,0,0
5582,15.35,5377,0,0
5583,12.6,5797,0,0
5584,24.19,3190,1,0
5585,7.48,6917,0,0
5586,25.86,2941,1,0
5587,3.95,7812,0,0
5588,0.57,8936,0,0
5589,4.41,7661,0,0
5590,18.52,4560,0,0
5591,41.08,1241,1,1
5592,27.24,2762,1,0
5593,30.79,2360,1,0
5594,21.04,3823,1,0
5595,27.53,2727,0,0
5596,5.73,7316,0,0
5597,18.09,4737,1,0
